id,date,prix,nb_chambres,nb_sdb,m2_interieur,m2_jardin,m2_etage,m2_soussol,nb_etages,vue_mer,vue_note,etat_note,design_note,annee_construction,annee_renovation,m2_interieur_15voisins,m2_jardin_15voisins,zipcode,lat,long
3211100570,2014-08-11T00:00:00Z,317500,4,2.5,199.7398737,836.1204013,126.3470829,73.39279078,1,0,0,4,7,1979,0,150.5016722,780.3790412,98059,47.4785,-122.16
3256400060,2014-09-23T00:00:00Z,325000,4,2.75,194.1657376,858.4169454,194.1657376,0,1,0,0,4,6,1949,0,135.6373096,858.4169454,98146,47.4854,-122.343
713500020,2015-04-21T00:00:00Z,1387000,4,4.5,417.131178,2300.910442,353.0286139,64.1025641,2,0,2,3,11,1998,0,313.0806392,3037.904125,98006,47.5544,-122.147
7657000165,2014-07-30T00:00:00Z,200000,4,1,99.40542549,693.7012263,99.40542549,0,1.5,0,0,3,7,1944,0,107.7666295,693.7012263,98178,47.4942,-122.235
8856960260,2014-05-21T00:00:00Z,332500,3,2.25,167.2240803,975.4738016,167.2240803,0,2,0,0,3,7,1995,0,173.7272389,794.7788926,98038,47.3879,-122.032
5127001170,2014-05-28T00:00:00Z,266200,3,1.5,132.8502415,891.8617614,132.8502415,0,1,0,0,4,7,1966,0,147.7146042,951.3192122,98059,47.4737,-122.15
9286100250,2015-03-19T00:00:00Z,500000,3,2.5,155.1467856,239.223337,155.1467856,0,2,0,0,3,8,2000,0,155.1467856,269.137867,98027,47.531,-122.047
7645900165,2014-10-16T00:00:00Z,810000,4,1,199.7398737,333.3333333,171.8691936,27.87068004,2,0,3,4,8,1926,0,181.1594203,333.3333333,98126,47.5767,-122.378
3904920380,2015-03-23T00:00:00Z,578550,3,2.5,196.9528056,613.3407655,196.9528056,0,2,0,0,4,8,1989,0,216.4622817,724.1731698,98029,47.5669,-122.012
1025039086,2014-09-16T00:00:00Z,1875000,3,2.5,304.7194352,2704.477889,304.7194352,0,2,1,3,3,11,1925,0,327.9450019,1957.822371,98199,47.6699,-122.416
1823059223,2014-05-20T00:00:00Z,291000,3,1.75,144.9275362,909.3273876,144.9275362,0,1,0,0,3,7,1964,0,170.9401709,1038.647343,98178,47.4876,-122.226
5145100080,2015-02-06T00:00:00Z,475000,3,1.75,165.3660349,746.2839093,112.4117428,52.95429208,1,0,0,2,7,1977,0,151.4306949,697.5102192,98034,47.7275,-122.219
2493200195,2014-05-02T00:00:00Z,615000,3,1.75,219.2493497,677.3504274,126.3470829,92.90226682,1,0,0,4,8,1948,0,172.7982163,510.8695652,98136,47.5274,-122.384
3221069057,2014-11-05T00:00:00Z,280000,3,1,121.7019695,2104.422148,121.7019695,0,1,0,0,3,7,1968,0,148.6436269,9631.363805,98092,47.2574,-122.072
2123049175,2014-12-10T00:00:00Z,235000,3,1.5,183.9464883,1041.80602,183.9464883,0,1,0,0,3,7,1959,0,140.2824229,842.8093645,98168,47.4696,-122.298
7436200040,2014-11-05T00:00:00Z,290000,5,2.5,258.2683017,896.6926793,129.1341509,129.1341509,1,0,0,4,8,1967,0,166.2950576,896.6926793,98001,47.3444,-122.271
3362900696,2014-10-20T00:00:00Z,415000,3,1,139.3534002,315.7748049,120.7729469,18.58045336,2,0,0,5,7,1926,0,126.3470829,333.3333333,98103,47.6838,-122.352
3336000050,2015-05-01T00:00:00Z,435000,6,3,330.7320699,398.5507246,165.3660349,165.3660349,1,0,0,4,7,1957,0,282.4228911,557.4136009,98118,47.5282,-122.269
7461420060,2014-08-04T00:00:00Z,265000,3,1.75,190.449647,977.2389446,115.1988109,75.25083612,1,0,0,3,7,1979,0,164.4370123,892.3262728,98058,47.4257,-122.146
6648701740,2015-02-20T00:00:00Z,270000,5,2.5,198.810851,958.7513935,123.5600149,75.25083612,1,0,0,4,7,1967,0,190.449647,832.7759197,98031,47.3927,-122.194
9206950200,2015-03-10T00:00:00Z,352000,2,2.5,122.6309922,181.8097362,61.3154961,61.3154961,1,0,0,3,8,2004,0,131.9212189,204.1991825,98106,47.5364,-122.365
6749700002,2014-05-09T00:00:00Z,376000,3,2,124.4890375,128.5767373,124.4890375,0,3,0,0,3,8,2008,0,103.1215162,128.5767373,98103,47.6973,-122.35
3095000040,2014-10-16T00:00:00Z,315000,1,0.75,71.53474545,427.3504274,71.53474545,0,1,0,0,4,6,1910,0,143.9985136,427.3504274,98126,47.5565,-122.377
7856610200,2014-05-23T00:00:00Z,902000,4,2.25,235.042735,854.7008547,145.8565589,89.18617614,1,0,0,5,9,1976,0,281.4938685,873.2813081,98006,47.5612,-122.152
5101402482,2014-07-24T00:00:00Z,520000,4,2,185.8045336,592.7164623,172.7982163,13.00631735,2,0,0,4,6,1949,0,148.6436269,592.7164623,98115,47.6956,-122.303
3876000350,2015-02-24T00:00:00Z,470000,6,1.75,231.3266444,811.2225938,231.3266444,0,1.5,0,0,4,8,1966,0,170.9401709,745.4477889,98034,47.7252,-122.187
1823049242,2014-10-06T00:00:00Z,245000,3,2.25,176.5143069,673.5414344,116.1278335,60.38647343,1,0,0,3,7,1967,0,144.9275362,875.1393534,98146,47.4869,-122.344
4204400175,2015-02-17T00:00:00Z,439000,5,3.5,267.5585284,929.0226682,183.9464883,83.61204013,2,0,3,3,8,1991,0,196.9528056,885.8231141,98055,47.4874,-122.223
2487200775,2014-05-12T00:00:00Z,610000,4,3,196.023783,464.5113341,152.3597176,43.6640654,1.5,0,2,4,7,1930,0,128.2051282,464.5113341,98136,47.5195,-122.391
7889601270,2014-08-21T00:00:00Z,382000,4,3.5,235.042735,278.7068004,171.8691936,63.17354143,2,0,0,3,8,2014,0,136.5663322,557.4136009,98146,47.4919,-122.336
7774200070,2015-04-08T00:00:00Z,725000,4,2.5,255.4812337,1295.986622,128.2051282,127.2761055,1,0,3,4,8,1948,0,228.5395764,1295.986622,98146,47.4938,-122.364
4389201250,2014-05-13T00:00:00Z,2450000,5,4,411.557042,836.1204013,411.557042,0,2,0,0,3,10,2013,0,229.468599,881.6425121,98004,47.6168,-122.216
5422950170,2014-11-12T00:00:00Z,405000,5,2.5,313.0806392,473.0583426,313.0806392,0,2,0,0,3,7,2006,0,270.3455964,473.0583426,98038,47.3594,-122.036
1223089038,2014-07-11T00:00:00Z,665000,5,2.25,308.4355258,5665.551839,308.4355258,0,2,0,0,3,9,2000,0,146.7855816,5139.539205,98045,47.4862,-121.718
2255500125,2014-07-16T00:00:00Z,749950,3,2.5,186.7335563,210.2378298,124.4890375,62.24451877,2,0,0,3,8,2014,0,139.3534002,248.0490524,98122,47.6088,-122.311
1795500240,2014-06-23T00:00:00Z,249500,2,1.75,139.3534002,803.1400966,139.3534002,0,1,0,0,4,7,1963,0,113.3407655,803.1400966,98042,47.3643,-122.115
2652500015,2014-06-10T00:00:00Z,800000,3,2.25,150.5016722,418.0602007,150.5016722,0,2,0,0,4,8,1926,0,112.4117428,401.3377926,98119,47.643,-122.361
164000271,2014-09-05T00:00:00Z,340000,3,1,91.04422148,671.4975845,91.04422148,0,1.5,0,0,3,7,1946,0,99.40542549,671.4975845,98133,47.7294,-122.353
785000040,2015-03-18T00:00:00Z,472500,4,1.75,133.7792642,793.0137495,133.7792642,0,1,0,0,4,7,1961,0,159.7918989,905.6112969,98033,47.6775,-122.18
1310900610,2014-07-14T00:00:00Z,336000,4,2.25,205.3140097,1086.956522,205.3140097,0,2,0,0,4,8,1967,0,189.5206243,836.1204013,98032,47.3648,-122.284
1722800835,2014-08-11T00:00:00Z,252500,2,1,71.53474545,203.5488666,71.53474545,0,1,0,0,3,6,1937,0,87.32813081,464.5113341,98108,47.5512,-122.323
7504010480,2015-04-17T00:00:00Z,603000,4,2.25,196.023783,1036.324786,196.023783,0,2,0,0,3,9,1975,0,247.1200297,1105.536975,98074,47.6386,-122.058
8077210350,2014-07-22T00:00:00Z,639000,4,2.5,205.3140097,917.4098848,205.3140097,0,2,0,0,3,9,1990,0,226.681531,817.4470457,98074,47.6285,-122.025
7640400190,2015-02-13T00:00:00Z,660000,3,2,164.4370123,756.3173541,164.4370123,0,1,0,0,5,8,1952,0,164.4370123,752.5083612,98177,47.7232,-122.371
4253400098,2015-05-01T00:00:00Z,405000,2,3,107.7666295,99.68413229,81.7539948,26.01263471,2,0,0,3,7,2007,0,116.1278335,447.0457079,98144,47.5788,-122.315
3342700464,2015-01-07T00:00:00Z,729000,4,3.5,284.7454478,505.3883315,284.7454478,0,3,0,0,3,9,2014,0,205.3140097,780.3790412,98056,47.524,-122.2
249000180,2014-12-01T00:00:00Z,1890000,4,4.25,398.0862133,868.1716834,398.0862133,0,2,0,0,3,10,2013,0,145.8565589,835.5629877,98004,47.6332,-122.199
8819900170,2014-08-25T00:00:00Z,861000,3,2,234.1137124,367.8000743,117.9858789,116.1278335,1,0,0,5,8,1931,0,154.2177629,367.8000743,98105,47.6693,-122.289
2149800148,2014-05-14T00:00:00Z,257200,3,2,171.8691936,766.4437012,106.8376068,65.03158677,1,0,0,4,7,1952,0,146.7855816,664.5299145,98002,47.3066,-122.209
5152800030,2015-04-21T00:00:00Z,485000,4,2.75,270.3455964,1520.06689,196.9528056,73.39279078,1,0,2,4,9,1969,0,264.7714604,1384.615385,98003,47.3397,-122.322
3992700048,2014-07-18T00:00:00Z,526000,4,1.75,206.2430323,589.9293943,103.1215162,103.1215162,1,0,0,3,7,1959,0,181.1594203,752.5083612,98125,47.7136,-122.29
1853080150,2014-08-11T00:00:00Z,890776,5,2.75,294.5001858,751.8580453,294.5001858,0,2,0,0,3,9,2014,0,298.2162765,656.0758082,98075,47.5933,-122.06
2870000040,2014-11-10T00:00:00Z,145000,2,1,74.32181345,754.8309179,74.32181345,0,1,0,0,3,6,1964,0,222.0364177,754.8309179,98033,47.6836,-122.174
3073500045,2014-05-07T00:00:00Z,492000,4,2.5,307.0419918,1501.672241,208.565589,98.47640282,1.5,0,0,5,7,1922,1956,150.5016722,825.2508361,98133,47.7563,-122.338
5248800250,2015-04-27T00:00:00Z,375000,4,2,150.5016722,427.3504274,150.5016722,0,2,0,0,3,7,1909,0,150.5016722,418.0602007,98108,47.5533,-122.307
263000009,2015-01-29T00:00:00Z,375000,3,2.5,133.7792642,102.378298,133.7792642,0,3,0,0,3,8,2009,0,133.7792642,133.2218506,98103,47.6995,-122.346
1592000780,2014-05-23T00:00:00Z,625000,3,2.5,241.5458937,937.5696767,241.5458937,0,1,0,0,3,9,1984,0,226.681531,863.8052768,98074,47.6223,-122.032
6386600170,2014-10-01T00:00:00Z,217000,3,1.5,172.7982163,790.1337793,172.7982163,0,1,0,0,4,7,1967,0,168.1531029,767.5585284,98023,47.3106,-122.365
1079600270,2015-03-06T00:00:00Z,325000,3,1.75,170.9401709,1605.908584,133.7792642,37.16090673,1,0,0,4,7,1978,0,170.9401709,1350.891862,98030,47.371,-122.173
3423059153,2014-10-08T00:00:00Z,785000,4,3,313.0806392,9353.493125,178.3723523,134.7082869,1,0,0,5,8,1977,0,226.681531,4060.293571,98058,47.4319,-122.148
3649100586,2014-08-29T00:00:00Z,483000,3,1.75,196.023783,971.2002973,133.7792642,62.24451877,1,0,0,4,8,1978,0,184.875511,1011.705686,98028,47.7344,-122.246
1972200847,2014-07-18T00:00:00Z,625000,3,2.5,160.7209216,120.8658491,160.7209216,0,3,0,0,3,9,2011,0,123.5600149,115.1988109,98103,47.653,-122.352
1066000290,2014-11-17T00:00:00Z,600000,6,3,241.5458937,868.6361947,124.4890375,117.0568562,1,0,0,4,8,1963,0,194.1657376,845.5964326,98008,47.6198,-122.105
1180005280,2014-07-23T00:00:00Z,239950,4,1,135.6373096,557.4136009,67.81865478,67.81865478,1,0,0,4,7,1941,0,110.5536975,557.4136009,98178,47.4952,-122.224
6140100150,2014-11-25T00:00:00Z,500000,4,2,211.8171683,668.8963211,211.8171683,0,1,0,0,4,7,1956,0,102.1924935,707.9152731,98133,47.7132,-122.355
2475400120,2014-10-01T00:00:00Z,450000,3,2.5,235.042735,753.9947975,235.042735,0,2,0,0,3,8,2001,0,211.8171683,816.7038276,98011,47.7597,-122.167
3876301140,2014-11-05T00:00:00Z,575000,5,2.25,329.8030472,742.4749164,329.8030472,0,2,0,0,3,8,1968,0,196.023783,742.4749164,98034,47.7285,-122.179
708000030,2014-09-02T00:00:00Z,888000,3,1.5,116.1278335,809.178744,116.1278335,0,1,0,0,4,7,1953,0,162.5789669,853.3073207,98004,47.6245,-122.198
9526500090,2014-08-22T00:00:00Z,400000,3,3,194.1657376,709.2159049,134.7082869,59.45745076,1,0,0,3,8,2001,0,194.1657376,891.8617614,98019,47.7408,-121.974
6392001005,2014-06-20T00:00:00Z,511500,4,1,126.3470829,557.4136009,126.3470829,0,1.5,0,0,3,7,1917,0,158.8628763,557.4136009,98115,47.6854,-122.288
6601200250,2015-04-02T00:00:00Z,205000,4,2.5,164.1583055,418.0602007,164.1583055,0,2,0,0,3,8,2006,0,181.066518,430.694909,98001,47.2607,-122.25
3117100130,2014-07-14T00:00:00Z,890000,3,3.25,374.3961353,1185.897436,260.1263471,114.2697882,2,0,0,4,9,1975,0,248.0490524,1249.256782,98005,47.6331,-122.166
1773100123,2014-10-02T00:00:00Z,285000,3,1.75,102.1924935,121.4232627,72.46376812,29.72872538,2,0,0,3,7,2008,0,108.6956522,445.9308807,98106,47.5601,-122.363
6705870120,2014-07-01T00:00:00Z,739900,5,2.5,305.6484578,467.2054998,305.6484578,0,2,0,0,3,8,2004,0,277.7777778,598.3835006,98075,47.5773,-122.056
1604600660,2014-05-12T00:00:00Z,350000,2,1,84.5410628,418.0602007,84.5410628,0,1.5,0,0,4,7,1906,0,117.9858789,325.1579339,98118,47.5633,-122.289
2768100545,2014-09-08T00:00:00Z,499000,3,1.5,117.0568562,291.2486065,72.46376812,44.59308807,1,0,0,4,7,1944,0,143.0694909,281.0293571,98107,47.6693,-122.371
7338401759,2014-06-10T00:00:00Z,268000,2,1,128.2051282,464.5113341,80.82497213,47.38015608,1,0,0,3,7,1943,0,134.7082869,464.5113341,98108,47.5339,-122.293
3211600140,2015-02-09T00:00:00Z,475000,3,1.75,231.3266444,669.8253437,119.8439242,111.4827202,1,0,0,3,7,1972,0,149.5726496,669.8253437,98034,47.726,-122.198
686800080,2014-06-12T00:00:00Z,1034500,4,2.5,220.1783724,1008.732813,220.1783724,0,2,0,0,3,9,2003,0,233.1846897,2013.470829,98004,47.6336,-122.192
5302400080,2014-10-15T00:00:00Z,535000,4,2.5,219.2493497,1394.27722,178.3723523,40.8769974,1,0,0,3,9,1986,0,248.9780751,1425.492382,98028,47.7363,-122.254
7129300935,2014-11-05T00:00:00Z,415000,3,1.75,221.107395,524.8978075,110.5536975,110.5536975,1,0,2,4,8,1956,0,218.320327,608.8814567,98118,47.5119,-122.255
8944600620,2014-07-03T00:00:00Z,509000,2,1.5,179.301375,327.1088815,179.301375,0,2,0,0,3,8,1989,0,170.9401709,332.2185061,98007,47.6092,-122.146
3034200530,2014-06-20T00:00:00Z,400000,3,1,132.8502415,929.4871795,132.8502415,0,1.5,0,0,4,7,1950,0,159.7918989,819.5837978,98133,47.7181,-122.338
9429500146,2014-07-14T00:00:00Z,580000,3,2.5,297.2872538,1741.917503,247.1200297,50.16722408,1,0,0,2,9,1967,1996,297.2872538,2087.978447,98027,47.5717,-122.12
1370802770,2014-09-19T00:00:00Z,849000,3,1.75,234.1137124,421.2188777,135.6373096,98.47640282,1,0,0,5,9,1954,0,173.7272389,466.6480862,98199,47.6381,-122.401
7215410430,2014-07-28T00:00:00Z,476000,4,2.5,254.5522111,3080.453363,254.5522111,0,2,0,0,3,9,1993,0,254.5522111,3351.356373,98042,47.3333,-122.074
7859960250,2015-01-07T00:00:00Z,585000,4,2.5,278.7068004,640.2824229,278.7068004,0,2,0,0,3,8,2005,0,278.7068004,612.133036,98072,47.7623,-122.165
7283900012,2014-10-21T00:00:00Z,275000,3,1.5,130.9921962,836.1204013,130.9921962,0,1,0,0,3,7,1953,0,177.4433296,670.1969528,98133,47.7635,-122.35
7582700100,2014-11-11T00:00:00Z,1324050,3,3.25,319.5837978,379.0412486,237.829803,81.7539948,2,0,0,3,9,2005,0,288.9260498,379.0412486,98105,47.6644,-122.28
1775801090,2014-05-30T00:00:00Z,465000,4,2.25,169.0821256,1890.468227,124.4890375,44.59308807,1,0,0,5,8,1977,0,117.9858789,1189.149015,98072,47.7415,-122.096
982850020,2014-09-03T00:00:00Z,382000,3,2.25,134.7082869,433.5748792,134.7082869,0,2,0,0,3,7,2009,0,138.4243776,433.5748792,98028,47.7611,-122.233
7211400990,2015-03-03T00:00:00Z,256000,2,1,79.89594946,464.5113341,79.89594946,0,1,0,0,3,6,1915,1945,113.3407655,464.5113341,98146,47.5133,-122.356
3179100755,2015-03-30T00:00:00Z,554663,3,2,114.2697882,631.9212189,114.2697882,0,1.5,0,0,3,7,1940,0,171.8691936,594.3887031,98105,47.6712,-122.279
2426049125,2014-11-14T00:00:00Z,488000,4,2.25,232.255667,1011.705686,167.2240803,65.03158677,1,0,0,5,7,1978,0,232.255667,693.7012263,98034,47.7318,-122.239
2771602174,2014-07-01T00:00:00Z,525000,2,2.5,107.7666295,135.451505,96.61835749,11.14827202,2,0,0,3,8,2012,0,153.2887402,214.6971386,98119,47.6384,-122.373
6431500122,2015-04-28T00:00:00Z,520000,3,1.5,146.7855816,821.3489409,109.6246748,37.16090673,1.5,0,0,5,7,1923,0,146.7855816,697.8818283,98103,47.6931,-122.352
3052700385,2015-04-14T00:00:00Z,765000,4,2.25,188.5916016,206.4288369,149.5726496,39.01895206,2,0,0,3,9,2015,0,131.9212189,206.4288369,98117,47.679,-122.375
8562790950,2015-03-27T00:00:00Z,716500,3,2.5,217.3913043,200.204385,196.9528056,20.4384987,2,0,0,3,10,2012,0,245.2619844,248.9780751,98027,47.53,-122.073
5631500505,2014-06-16T00:00:00Z,576000,4,2.5,226.681531,2638.888889,226.681531,0,2,0,0,3,8,2002,0,230.3976217,1061.780007,98028,47.7386,-122.238
1233100642,2014-07-22T00:00:00Z,495000,3,1.5,208.1010777,1234.485321,208.1010777,0,1,0,0,3,7,1953,0,199.7398737,919.7324415,98033,47.6762,-122.17
5559200051,2015-01-06T00:00:00Z,272000,4,1.75,234.1137124,1011.705686,117.0568562,117.0568562,1,0,0,3,7,1979,0,194.1657376,1149.665552,98023,47.3224,-122.343
7518500301,2015-03-01T00:00:00Z,490000,3,1,109.6246748,209.0301003,109.6246748,0,1.5,0,0,3,7,1902,0,122.6309922,473.8015608,98117,47.6779,-122.377
9259900025,2014-07-14T00:00:00Z,430000,3,2.5,133.7792642,680.0445931,133.7792642,0,1,0,0,5,7,1954,0,107.7666295,644.834634,98125,47.7179,-122.316
5437820020,2014-08-07T00:00:00Z,195000,3,1.75,146.7855816,731.6053512,146.7855816,0,1,0,0,3,7,1979,0,144.9275362,772.3894463,98022,47.1958,-122.003
1592000130,2014-11-14T00:00:00Z,577500,3,2.5,211.8171683,1010.683761,211.8171683,0,2,0,0,3,9,1984,0,222.9654404,885.9160164,98074,47.6217,-122.034
832700320,2015-02-09T00:00:00Z,348000,3,2.5,138.4243776,230.2118172,138.4243776,0,3,0,0,3,8,2009,0,117.9858789,107.3950204,98133,47.7236,-122.353
7011201325,2014-10-28T00:00:00Z,1010000,4,2.75,273.1326644,501.6722408,180.2303976,92.90226682,1.5,0,2,5,8,1910,0,183.0174656,186.5477518,98119,47.6366,-122.369
8691410100,2014-05-27T00:00:00Z,735000,5,2.75,314.9386845,484.1137124,314.9386845,0,2,0,0,3,9,2004,0,298.2162765,484.1137124,98075,47.5977,-121.981
3579000800,2014-10-24T00:00:00Z,509000,4,2.5,241.5458937,869.1007061,170.9401709,70.60572278,1,0,0,3,9,1983,0,209.0301003,714.5113341,98028,47.7446,-122.249
4250200140,2015-02-19T00:00:00Z,298500,4,2.5,175.5852843,553.1400966,175.5852843,0,2,0,0,3,7,2004,0,188.5916016,546.2653289,98092,47.3293,-122.194
631000040,2015-03-31T00:00:00Z,548000,4,1.75,157.0048309,724.0802676,101.2634708,55.74136009,1,0,0,3,7,1968,0,128.2051282,680.5091044,98033,47.6888,-122.203
3291800670,2014-06-30T00:00:00Z,439000,3,2.5,295.4292085,734.2995169,168.1531029,127.2761055,1,0,0,3,8,2006,0,181.1594203,724.6376812,98056,47.489,-122.181
7710100083,2015-02-04T00:00:00Z,225000,3,1,94.76031215,783.8164251,94.76031215,0,1,0,0,5,6,1987,0,131.9212189,789.6692679,98022,47.2093,-122
8732130680,2014-10-27T00:00:00Z,210000,3,2.25,198.810851,908.1196581,136.5663322,62.24451877,1,0,0,4,7,1978,0,190.449647,801.2820513,98023,47.306,-122.379
7140200280,2014-07-15T00:00:00Z,250000,4,2.75,177.4433296,715.3474545,92.90226682,84.5410628,1,0,0,4,7,1980,0,174.6562616,731.6053512,98030,47.369,-122.17
4123800400,2014-09-09T00:00:00Z,290000,3,2,157.9338536,603.6789298,157.9338536,0,1,0,0,3,7,1986,0,157.9338536,618.1716834,98038,47.3781,-122.044
3303950760,2014-07-28T00:00:00Z,399900,4,2.5,251.7651431,755.0167224,251.7651431,0,2,0,0,3,8,1994,0,234.1137124,783.7235229,98038,47.379,-122.032
6746700615,2015-03-18T00:00:00Z,700000,8,2.5,211.8171683,278.7068004,112.4117428,99.40542549,1.5,0,0,3,7,1911,0,149.5726496,278.7068004,98105,47.6675,-122.316
1703050200,2014-08-06T00:00:00Z,648000,4,2.5,243.4039391,506.3173541,243.4039391,0,2,0,0,3,9,2001,0,240.6168711,498.9780751,98074,47.6301,-122.019
8911000030,2014-12-10T00:00:00Z,355000,3,1,115.1988109,501.6722408,98.47640282,16.72240803,1,0,0,4,7,1940,0,132.7573393,501.6722408,98133,47.7115,-122.355
9834200411,2014-11-13T00:00:00Z,390000,3,1,88.25715347,336.3991081,88.25715347,0,1,0,0,4,6,1947,0,143.0694909,379.0412486,98144,47.575,-122.289
3420069055,2014-12-03T00:00:00Z,350000,4,2.25,145.8565589,46411.27834,145.8565589,0,1,0,3,4,7,1972,0,157.9338536,16881.0851,98022,47.1808,-122.023
795000765,2014-06-16T00:00:00Z,92000,2,1,70.60572278,510.9624675,70.60572278,0,1.5,0,0,3,5,1947,0,96.61835749,512.3560015,98168,47.5045,-122.329
820000018,2014-10-14T00:00:00Z,387500,3,3.25,172.7982163,206.0572278,172.7982163,0,3,0,0,3,8,2001,0,172.7982163,206.0572278,98125,47.7185,-122.313
5561100431,2014-08-06T00:00:00Z,510000,5,2.5,233.1846897,7732.348569,117.0568562,116.1278335,1,0,0,4,7,1975,0,228.5395764,4313.545151,98027,47.4576,-121.984
1972205633,2014-07-23T00:00:00Z,550000,3,2,131.9212189,127.1832033,124.4890375,7.432181345,2.5,0,0,3,9,2007,0,143.0694909,201.4121145,98109,47.6472,-122.357
2215900180,2014-07-11T00:00:00Z,270000,3,2.5,157.0048309,665.6447417,157.0048309,0,2,0,0,4,7,1992,0,130.9921962,798.0304719,98038,47.3498,-122.058
3750607974,2014-05-09T00:00:00Z,280000,4,2,203.4559643,1341.415831,109.6246748,93.83128948,1,0,0,4,7,1977,0,200.6688963,1341.415831,98001,47.2702,-122.29
1459920010,2015-03-23T00:00:00Z,300000,3,2,134.8011891,665.0873281,134.8011891,0,1,0,0,3,7,2010,0,213.9539205,569.1192865,98042,47.3754,-122.163
5459500125,2014-08-05T00:00:00Z,1000000,6,2.75,334.4481605,898.8294314,180.2303976,154.2177629,1,0,2,4,9,1977,0,277.7777778,898.8294314,98040,47.5726,-122.213
4039500610,2014-08-20T00:00:00Z,440000,3,1.75,132.8502415,780.3790412,132.8502415,0,1,0,0,4,7,1961,0,145.8565589,724.6376812,98008,47.6073,-122.127
3034200247,2015-02-06T00:00:00Z,360000,3,1.75,181.1594203,674.4704571,141.2114456,39.94797473,1,0,0,3,8,1957,0,181.1594203,701.2263099,98133,47.7187,-122.33
625049153,2014-06-03T00:00:00Z,605000,3,2,191.3786696,375.3251579,104.0505388,87.32813081,1,0,0,4,8,1947,0,139.3534002,371.6090673,98103,47.6798,-122.352
2726049071,2014-12-11T00:00:00Z,510000,2,1,76.17985879,390.7469342,76.17985879,0,1,0,0,3,5,1949,0,168.1531029,668.8963211,98125,47.7076,-122.284
2655500241,2014-08-14T00:00:00Z,1699000,3,3.25,386.47343,3265.793385,342.8093645,43.6640654,3,0,2,3,12,2001,0,305.6484578,1071.441843,98040,47.5749,-122.214
4325700085,2015-03-25T00:00:00Z,417000,3,1,121.7019695,790.9698997,121.7019695,0,1,0,0,4,7,1953,0,121.7019695,790.9698997,98133,47.7502,-122.353
4222310290,2014-08-19T00:00:00Z,253000,4,2,177.4433296,727.0531401,105.9085842,71.53474545,1,0,0,4,7,1973,0,143.0694909,727.0531401,98003,47.3493,-122.306
8895800110,2014-08-05T00:00:00Z,1299890,5,4,359.5317726,550.8175399,359.5317726,0,2,0,0,3,10,2014,0,334.4481605,522.5752508,98052,47.6965,-122.134
7443001470,2014-05-20T00:00:00Z,755000,6,2,199.7398737,418.524712,117.9858789,81.7539948,1,0,0,3,7,1952,0,161.6499443,418.524712,98119,47.6514,-122.369
868002335,2015-03-04T00:00:00Z,1430000,3,2.75,251.7651431,855.0724638,137.4953549,114.2697882,1.5,0,4,3,9,1975,0,274.9907098,936.4548495,98177,47.7039,-122.385
1442800370,2015-04-15T00:00:00Z,189950,2,1,95.68933482,389.0746934,95.68933482,0,1,0,0,3,8,1981,0,134.7082869,313.6380528,98038,47.3738,-122.057
1687910100,2014-05-30T00:00:00Z,655000,4,2.25,191.3786696,786.8821999,133.7792642,57.59940543,1,0,0,3,8,1983,0,202.5269417,834.0765515,98006,47.5605,-122.124
3275850190,2014-09-05T00:00:00Z,700000,3,2.5,223.894463,921.2188777,223.894463,0,2,0,0,4,10,1989,0,214.6042363,762.9134151,98052,47.6911,-122.103
4292300024,2015-03-02T00:00:00Z,350000,3,1.5,132.8502415,1133.314753,104.9795615,27.87068004,1,0,0,3,7,1948,0,138.4243776,761.4269788,98133,47.7352,-122.33
1705400361,2014-12-08T00:00:00Z,600000,2,1,196.9528056,640.7469342,98.47640282,98.47640282,1,0,0,4,7,1923,0,176.5143069,414.5299145,98118,47.5566,-122.278
9202650100,2014-10-10T00:00:00Z,622000,3,2.5,181.1594203,695.001858,181.1594203,0,2,0,0,3,8,1987,0,183.9464883,787.7183203,98027,47.564,-122.091
9294300600,2015-04-15T00:00:00Z,1240000,4,3,279.6358231,570.327016,237.829803,41.80602007,2,0,4,5,8,1950,1972,195.0947603,631.5496098,98115,47.6799,-122.268
3383900057,2014-12-03T00:00:00Z,500000,3,3.25,138.4243776,83.79784467,113.3407655,25.08361204,3,0,0,3,8,2001,0,143.9985136,101.4492754,98102,47.6357,-122.324
7849202299,2015-02-18T00:00:00Z,320000,0,2.5,138.4243776,660.6280193,138.4243776,0,2,0,0,3,7,1999,0,139.3534002,434.3180974,98065,47.5261,-121.826
2979800750,2014-09-11T00:00:00Z,552000,2,1,106.8376068,464.5113341,97.54738016,9.290226682,1,0,0,4,7,1924,0,135.9160164,401.3377926,98115,47.6846,-122.317
2624049035,2014-06-17T00:00:00Z,560000,3,2,217.3913043,323.0211817,108.6956522,108.6956522,1,0,1,5,7,1971,0,196.023783,585.2842809,98118,47.54,-122.267
1954430390,2014-07-07T00:00:00Z,575000,4,2.5,222.9654404,570.1412114,222.9654404,0,2,0,0,3,8,1990,0,196.9528056,693.7941286,98074,47.6187,-122.04
6070500055,2014-05-06T00:00:00Z,599000,4,2.25,209.959123,2780.564846,130.0631735,79.89594946,2,0,0,4,8,1977,0,257.3392791,2780.564846,98006,47.5689,-122.126
6382000080,2014-07-08T00:00:00Z,340000,3,2.25,196.9528056,1216.090673,196.9528056,0,1,0,0,3,8,1997,0,130.0631735,1118.45039,98002,47.296,-122.219
