time_float,time_date
41177.00 ,2012-9-25
41178.00 ,2012-9-26
41179.00 ,2012-9-27
41180.00 ,2012-9-28
41181.00 ,2012-9-29
41182.00 ,2012-9-30
41183.00 ,2012-10-1
41184.00 ,2012-10-2
41185.00 ,2012-10-3
41186.00 ,2012-10-4
41187.00 ,2012-10-5
41188.00 ,2012-10-6
41189.00 ,2012-10-7
41190.00 ,2012-10-8
41191.00 ,2012-10-9
41192.00 ,2012-10-10
41193.00 ,2012-10-11
41194.00 ,2012-10-12
41195.00 ,2012-10-13
41196.00 ,2012-10-14
41197.00 ,2012-10-15
41198.00 ,2012-10-16
41199.00 ,2012-10-17
41200.00 ,2012-10-18
41201.00 ,2012-10-19
41202.00 ,2012-10-20
41203.00 ,2012-10-21
41204.00 ,2012-10-22
41205.00 ,2012-10-23
41206.00 ,2012-10-24
41207.00 ,2012-10-25
41208.00 ,2012-10-26
41209.00 ,2012-10-27
41210.00 ,2012-10-28
41211.00 ,2012-10-29
41212.00 ,2012-10-30
41213.00 ,2012-10-31
41214.00 ,2012-11-1
41215.00 ,2012-11-2
41216.00 ,2012-11-3
41217.00 ,2012-11-4
41218.00 ,2012-11-5
41219.00 ,2012-11-6
41220.00 ,2012-11-7
41221.00 ,2012-11-8
41222.00 ,2012-11-9
41223.00 ,2012-11-10
41224.00 ,2012-11-11
41225.00 ,2012-11-12
41226.00 ,2012-11-13
41227.00 ,2012-11-14
41228.00 ,2012-11-15
41229.00 ,2012-11-16
41230.00 ,2012-11-17
41231.00 ,2012-11-18
41232.00 ,2012-11-19
41233.00 ,2012-11-20
41234.00 ,2012-11-21
41235.00 ,2012-11-22
41236.00 ,2012-11-23
41237.00 ,2012-11-24
41238.00 ,2012-11-25
41239.00 ,2012-11-26
41240.00 ,2012-11-27
41241.00 ,2012-11-28
41242.00 ,2012-11-29
41243.00 ,2012-11-30
41244.00 ,2012-12-1
41245.00 ,2012-12-2
41246.00 ,2012-12-3
41247.00 ,2012-12-4
41248.00 ,2012-12-5
41249.00 ,2012-12-6
41250.00 ,2012-12-7
41251.00 ,2012-12-8
41252.00 ,2012-12-9
41253.00 ,2012-12-10
41254.00 ,2012-12-11
41255.00 ,2012-12-12
41256.00 ,2012-12-13
41257.00 ,2012-12-14
41258.00 ,2012-12-15
41259.00 ,2012-12-16
41260.00 ,2012-12-17
41261.00 ,2012-12-18
41262.00 ,2012-12-19
41263.00 ,2012-12-20
41264.00 ,2012-12-21
41265.00 ,2012-12-22
41266.00 ,2012-12-23
41267.00 ,2012-12-24
41268.00 ,2012-12-25
41269.00 ,2012-12-26
41270.00 ,2012-12-27
41271.00 ,2012-12-28
41272.00 ,2012-12-29
41273.00 ,2012-12-30
41274.00 ,2012-12-31
41275.00 ,2013-1-1
41276.00 ,2013-1-2
41277.00 ,2013-1-3
41278.00 ,2013-1-4
41279.00 ,2013-1-5
41280.00 ,2013-1-6
41281.00 ,2013-1-7
41282.00 ,2013-1-8
41283.00 ,2013-1-9
41284.00 ,2013-1-10
41285.00 ,2013-1-11
41286.00 ,2013-1-12
41287.00 ,2013-1-13
41288.00 ,2013-1-14
41289.00 ,2013-1-15
41290.00 ,2013-1-16
41291.00 ,2013-1-17
41292.00 ,2013-1-18
41293.00 ,2013-1-19
41294.00 ,2013-1-20
41295.00 ,2013-1-21
41296.00 ,2013-1-22
41297.00 ,2013-1-23
41298.00 ,2013-1-24
41299.00 ,2013-1-25
41300.00 ,2013-1-26
41301.00 ,2013-1-27
41302.00 ,2013-1-28
41303.00 ,2013-1-29
41304.00 ,2013-1-30
41305.00 ,2013-1-31
41306.00 ,2013-2-1
41307.00 ,2013-2-2
41308.00 ,2013-2-3
41309.00 ,2013-2-4
41310.00 ,2013-2-5
41311.00 ,2013-2-6
41312.00 ,2013-2-7
41313.00 ,2013-2-8
41314.00 ,2013-2-9
41315.00 ,2013-2-10
41316.00 ,2013-2-11
41317.00 ,2013-2-12
41318.00 ,2013-2-13
41319.00 ,2013-2-14
41320.00 ,2013-2-15
41321.00 ,2013-2-16
41322.00 ,2013-2-17
41323.00 ,2013-2-18
41324.00 ,2013-2-19
41325.00 ,2013-2-20
41326.00 ,2013-2-21
41327.00 ,2013-2-22
41328.00 ,2013-2-23
41329.00 ,2013-2-24
41330.00 ,2013-2-25
41331.00 ,2013-2-26
41332.00 ,2013-2-27
41333.00 ,2013-2-28
41334.00 ,2013-3-1
41335.00 ,2013-3-2
41336.00 ,2013-3-3
41337.00 ,2013-3-4
41338.00 ,2013-3-5
41339.00 ,2013-3-6
41340.00 ,2013-3-7
41341.00 ,2013-3-8
41342.00 ,2013-3-9
41343.00 ,2013-3-10
41344.00 ,2013-3-11
41345.00 ,2013-3-12
41346.00 ,2013-3-13
41347.00 ,2013-3-14
41348.00 ,2013-3-15
41349.00 ,2013-3-16
41350.00 ,2013-3-17
41351.00 ,2013-3-18
41352.00 ,2013-3-19
41353.00 ,2013-3-20
41354.00 ,2013-3-21
41355.00 ,2013-3-22
41356.00 ,2013-3-23
41357.00 ,2013-3-24
41358.00 ,2013-3-25
41359.00 ,2013-3-26
41360.00 ,2013-3-27
41361.00 ,2013-3-28
41362.00 ,2013-3-29
41363.00 ,2013-3-30
41364.00 ,2013-3-31
41365.00 ,2013-4-1
41366.00 ,2013-4-2
41367.00 ,2013-4-3
41368.00 ,2013-4-4
41369.00 ,2013-4-5
41370.00 ,2013-4-6
41371.00 ,2013-4-7
41372.00 ,2013-4-8
41373.00 ,2013-4-9
41374.00 ,2013-4-10
41375.00 ,2013-4-11
41376.00 ,2013-4-12
41377.00 ,2013-4-13
41378.00 ,2013-4-14
41379.00 ,2013-4-15
41380.00 ,2013-4-16
41381.00 ,2013-4-17
41382.00 ,2013-4-18
41383.00 ,2013-4-19
41384.00 ,2013-4-20
41385.00 ,2013-4-21
41386.00 ,2013-4-22
41387.00 ,2013-4-23
41388.00 ,2013-4-24
41389.00 ,2013-4-25
41390.00 ,2013-4-26
41391.00 ,2013-4-27
41392.00 ,2013-4-28
41393.00 ,2013-4-29
41394.00 ,2013-4-30
41395.00 ,2013-5-1
41396.00 ,2013-5-2
41397.00 ,2013-5-3
41398.00 ,2013-5-4
41399.00 ,2013-5-5
41400.00 ,2013-5-6
41401.00 ,2013-5-7
41402.00 ,2013-5-8
41403.00 ,2013-5-9
41404.00 ,2013-5-10
41405.00 ,2013-5-11
41406.00 ,2013-5-12
41407.00 ,2013-5-13
41408.00 ,2013-5-14
41409.00 ,2013-5-15
41410.00 ,2013-5-16
41411.00 ,2013-5-17
41412.00 ,2013-5-18
41413.00 ,2013-5-19
41414.00 ,2013-5-20
41415.00 ,2013-5-21
41416.00 ,2013-5-22
41417.00 ,2013-5-23
41418.00 ,2013-5-24
41419.00 ,2013-5-25
41420.00 ,2013-5-26
41421.00 ,2013-5-27
41422.00 ,2013-5-28
41423.00 ,2013-5-29
41424.00 ,2013-5-30
41425.00 ,2013-5-31
41426.00 ,2013-6-1
41427.00 ,2013-6-2
41428.00 ,2013-6-3
41429.00 ,2013-6-4
41430.00 ,2013-6-5
41431.00 ,2013-6-6
41432.00 ,2013-6-7
41433.00 ,2013-6-8
41434.00 ,2013-6-9
41435.00 ,2013-6-10
41436.00 ,2013-6-11
41437.00 ,2013-6-12
41438.00 ,2013-6-13
41439.00 ,2013-6-14
41440.00 ,2013-6-15
41441.00 ,2013-6-16
41442.00 ,2013-6-17
41443.00 ,2013-6-18
41444.00 ,2013-6-19
41445.00 ,2013-6-20
41446.00 ,2013-6-21
41447.00 ,2013-6-22
41448.00 ,2013-6-23
41449.00 ,2013-6-24
41450.00 ,2013-6-25
41451.00 ,2013-6-26
41452.00 ,2013-6-27
41453.00 ,2013-6-28
41454.00 ,2013-6-29
41455.00 ,2013-6-30
41456.00 ,2013-7-1
41457.00 ,2013-7-2
41458.00 ,2013-7-3
41459.00 ,2013-7-4
41460.00 ,2013-7-5
41461.00 ,2013-7-6
41462.00 ,2013-7-7
41463.00 ,2013-7-8
41464.00 ,2013-7-9
41465.00 ,2013-7-10
41466.00 ,2013-7-11
41467.00 ,2013-7-12
41468.00 ,2013-7-13
41469.00 ,2013-7-14
41470.00 ,2013-7-15
41471.00 ,2013-7-16
41472.00 ,2013-7-17
41473.00 ,2013-7-18
41474.00 ,2013-7-19
41475.00 ,2013-7-20
41476.00 ,2013-7-21
41477.00 ,2013-7-22
41478.00 ,2013-7-23
41479.00 ,2013-7-24
41480.00 ,2013-7-25
41481.00 ,2013-7-26
41482.00 ,2013-7-27
41483.00 ,2013-7-28
41484.00 ,2013-7-29
41485.00 ,2013-7-30
41486.00 ,2013-7-31
41487.00 ,2013-8-1
41488.00 ,2013-8-2
41489.00 ,2013-8-3
41490.00 ,2013-8-4
41491.00 ,2013-8-5
41492.00 ,2013-8-6
41493.00 ,2013-8-7
41494.00 ,2013-8-8
41495.00 ,2013-8-9
41496.00 ,2013-8-10
41497.00 ,2013-8-11
41498.00 ,2013-8-12
41499.00 ,2013-8-13
41500.00 ,2013-8-14
41501.00 ,2013-8-15
41502.00 ,2013-8-16
41503.00 ,2013-8-17
41504.00 ,2013-8-18
41505.00 ,2013-8-19
41506.00 ,2013-8-20
41507.00 ,2013-8-21
41508.00 ,2013-8-22
41509.00 ,2013-8-23
41510.00 ,2013-8-24
41511.00 ,2013-8-25
41512.00 ,2013-8-26
41513.00 ,2013-8-27
41514.00 ,2013-8-28
41515.00 ,2013-8-29
41516.00 ,2013-8-30
41517.00 ,2013-8-31
41518.00 ,2013-9-1
41519.00 ,2013-9-2
41520.00 ,2013-9-3
41521.00 ,2013-9-4
41522.00 ,2013-9-5
41523.00 ,2013-9-6
41524.00 ,2013-9-7
41525.00 ,2013-9-8
41526.00 ,2013-9-9
41527.00 ,2013-9-10
41528.00 ,2013-9-11
41529.00 ,2013-9-12
41530.00 ,2013-9-13
41531.00 ,2013-9-14
41532.00 ,2013-9-15
41533.00 ,2013-9-16
41534.00 ,2013-9-17
41535.00 ,2013-9-18
41536.00 ,2013-9-19
41537.00 ,2013-9-20
41538.00 ,2013-9-21
41539.00 ,2013-9-22
41540.00 ,2013-9-23
41541.00 ,2013-9-24
41542.00 ,2013-9-25
41543.00 ,2013-9-26
41544.00 ,2013-9-27
41545.00 ,2013-9-28
41546.00 ,2013-9-29
41547.00 ,2013-9-30
41548.00 ,2013-10-1
41549.00 ,2013-10-2
41550.00 ,2013-10-3
41551.00 ,2013-10-4
41552.00 ,2013-10-5
41553.00 ,2013-10-6
41554.00 ,2013-10-7
41555.00 ,2013-10-8
41556.00 ,2013-10-9
41557.00 ,2013-10-10
41558.00 ,2013-10-11
41559.00 ,2013-10-12
41560.00 ,2013-10-13
41561.00 ,2013-10-14
41562.00 ,2013-10-15
41563.00 ,2013-10-16
41564.00 ,2013-10-17
41565.00 ,2013-10-18
41566.00 ,2013-10-19
41567.00 ,2013-10-20
41568.00 ,2013-10-21
41569.00 ,2013-10-22
41570.00 ,2013-10-23
41571.00 ,2013-10-24
41572.00 ,2013-10-25
41573.00 ,2013-10-26
41574.00 ,2013-10-27
41575.00 ,2013-10-28
41576.00 ,2013-10-29
41577.00 ,2013-10-30
41578.00 ,2013-10-31
41579.00 ,2013-11-1
41580.00 ,2013-11-2
41581.00 ,2013-11-3
41582.00 ,2013-11-4
41583.00 ,2013-11-5
41584.00 ,2013-11-6
41585.00 ,2013-11-7
41586.00 ,2013-11-8
41587.00 ,2013-11-9
41588.00 ,2013-11-10
41589.00 ,2013-11-11
41590.00 ,2013-11-12
41591.00 ,2013-11-13
41592.00 ,2013-11-14
41593.00 ,2013-11-15
41594.00 ,2013-11-16
41595.00 ,2013-11-17
41596.00 ,2013-11-18
41597.00 ,2013-11-19
41598.00 ,2013-11-20
41599.00 ,2013-11-21
41600.00 ,2013-11-22
41601.00 ,2013-11-23
41602.00 ,2013-11-24
41603.00 ,2013-11-25
41604.00 ,2013-11-26
41605.00 ,2013-11-27
41606.00 ,2013-11-28
41607.00 ,2013-11-29
41608.00 ,2013-11-30
41609.00 ,2013-12-1
41610.00 ,2013-12-2
41611.00 ,2013-12-3
41612.00 ,2013-12-4
41613.00 ,2013-12-5
41614.00 ,2013-12-6
41615.00 ,2013-12-7
41616.00 ,2013-12-8
41617.00 ,2013-12-9
41618.00 ,2013-12-10
41619.00 ,2013-12-11
41620.00 ,2013-12-12
41621.00 ,2013-12-13
41622.00 ,2013-12-14
41623.00 ,2013-12-15
41624.00 ,2013-12-16
41625.00 ,2013-12-17
41626.00 ,2013-12-18
41627.00 ,2013-12-19
41628.00 ,2013-12-20
41629.00 ,2013-12-21
41630.00 ,2013-12-22
41631.00 ,2013-12-23
41632.00 ,2013-12-24
41633.00 ,2013-12-25
41634.00 ,2013-12-26
41635.00 ,2013-12-27
41636.00 ,2013-12-28
41637.00 ,2013-12-29
41638.00 ,2013-12-30
41639.00 ,2013-12-31
41640.00 ,2014-1-1
41641.00 ,2014-1-2
41642.00 ,2014-1-3
41643.00 ,2014-1-4
41644.00 ,2014-1-5
41645.00 ,2014-1-6
41646.00 ,2014-1-7
41647.00 ,2014-1-8
41648.00 ,2014-1-9
41649.00 ,2014-1-10
41650.00 ,2014-1-11
41651.00 ,2014-1-12
41652.00 ,2014-1-13
41653.00 ,2014-1-14
41654.00 ,2014-1-15
41655.00 ,2014-1-16
41656.00 ,2014-1-17
41657.00 ,2014-1-18
41658.00 ,2014-1-19
41659.00 ,2014-1-20
41660.00 ,2014-1-21
41661.00 ,2014-1-22
41662.00 ,2014-1-23
41663.00 ,2014-1-24
41664.00 ,2014-1-25
41665.00 ,2014-1-26
41666.00 ,2014-1-27
41667.00 ,2014-1-28
41668.00 ,2014-1-29
41669.00 ,2014-1-30
41670.00 ,2014-1-31
41671.00 ,2014-2-1
41672.00 ,2014-2-2
41673.00 ,2014-2-3
41674.00 ,2014-2-4
41675.00 ,2014-2-5
41676.00 ,2014-2-6
41677.00 ,2014-2-7
41678.00 ,2014-2-8
41679.00 ,2014-2-9
41680.00 ,2014-2-10
41681.00 ,2014-2-11
41682.00 ,2014-2-12
41683.00 ,2014-2-13
41684.00 ,2014-2-14
41685.00 ,2014-2-15
41686.00 ,2014-2-16
41687.00 ,2014-2-17
41688.00 ,2014-2-18
41689.00 ,2014-2-19
41690.00 ,2014-2-20
41691.00 ,2014-2-21
41692.00 ,2014-2-22
41693.00 ,2014-2-23
41694.00 ,2014-2-24
41695.00 ,2014-2-25
41696.00 ,2014-2-26
41697.00 ,2014-2-27
41698.00 ,2014-2-28
41699.00 ,2014-3-1
41700.00 ,2014-3-2
41701.00 ,2014-3-3
41702.00 ,2014-3-4
41703.00 ,2014-3-5
41704.00 ,2014-3-6
41705.00 ,2014-3-7
41706.00 ,2014-3-8
41707.00 ,2014-3-9
41708.00 ,2014-3-10
41709.00 ,2014-3-11
41710.00 ,2014-3-12
41711.00 ,2014-3-13
41712.00 ,2014-3-14
41713.00 ,2014-3-15
41714.00 ,2014-3-16
41715.00 ,2014-3-17
41716.00 ,2014-3-18
41717.00 ,2014-3-19
41718.00 ,2014-3-20
41719.00 ,2014-3-21
41720.00 ,2014-3-22
41721.00 ,2014-3-23
41722.00 ,2014-3-24
41723.00 ,2014-3-25
41724.00 ,2014-3-26
41725.00 ,2014-3-27
41726.00 ,2014-3-28
41727.00 ,2014-3-29
41728.00 ,2014-3-30
41729.00 ,2014-3-31
41730.00 ,2014-4-1
41731.00 ,2014-4-2
41732.00 ,2014-4-3
41733.00 ,2014-4-4
41734.00 ,2014-4-5
41735.00 ,2014-4-6
41736.00 ,2014-4-7
41737.00 ,2014-4-8
41738.00 ,2014-4-9
41739.00 ,2014-4-10
41740.00 ,2014-4-11
41741.00 ,2014-4-12
41742.00 ,2014-4-13
41743.00 ,2014-4-14
41744.00 ,2014-4-15
41745.00 ,2014-4-16
41746.00 ,2014-4-17
41747.00 ,2014-4-18
41748.00 ,2014-4-19
41749.00 ,2014-4-20
41750.00 ,2014-4-21
41751.00 ,2014-4-22
41752.00 ,2014-4-23
41753.00 ,2014-4-24
41754.00 ,2014-4-25
41755.00 ,2014-4-26
41756.00 ,2014-4-27
41757.00 ,2014-4-28
41758.00 ,2014-4-29
41759.00 ,2014-4-30
41760.00 ,2014-5-1
41761.00 ,2014-5-2
41762.00 ,2014-5-3
41763.00 ,2014-5-4
41764.00 ,2014-5-5
41765.00 ,2014-5-6
41766.00 ,2014-5-7
41767.00 ,2014-5-8
41768.00 ,2014-5-9
41769.00 ,2014-5-10
41770.00 ,2014-5-11
41771.00 ,2014-5-12
41772.00 ,2014-5-13
41773.00 ,2014-5-14
41774.00 ,2014-5-15
41775.00 ,2014-5-16
41776.00 ,2014-5-17
41777.00 ,2014-5-18
41778.00 ,2014-5-19
41779.00 ,2014-5-20
41780.00 ,2014-5-21
41781.00 ,2014-5-22
41782.00 ,2014-5-23
41783.00 ,2014-5-24
41784.00 ,2014-5-25
41785.00 ,2014-5-26
41786.00 ,2014-5-27
41787.00 ,2014-5-28
41788.00 ,2014-5-29
41789.00 ,2014-5-30
41790.00 ,2014-5-31
41791.00 ,2014-6-1
41792.00 ,2014-6-2
41793.00 ,2014-6-3
41794.00 ,2014-6-4
41795.00 ,2014-6-5
41796.00 ,2014-6-6
41797.00 ,2014-6-7
41798.00 ,2014-6-8
41799.00 ,2014-6-9
41800.00 ,2014-6-10
41801.00 ,2014-6-11
41802.00 ,2014-6-12
41803.00 ,2014-6-13
41804.00 ,2014-6-14
41805.00 ,2014-6-15
41806.00 ,2014-6-16
41807.00 ,2014-6-17
41808.00 ,2014-6-18
41809.00 ,2014-6-19
41810.00 ,2014-6-20
41811.00 ,2014-6-21
41812.00 ,2014-6-22
41813.00 ,2014-6-23
41814.00 ,2014-6-24
41815.00 ,2014-6-25
41816.00 ,2014-6-26
41817.00 ,2014-6-27
41818.00 ,2014-6-28
41819.00 ,2014-6-29
41820.00 ,2014-6-30
41821.00 ,2014-7-1
41822.00 ,2014-7-2
41823.00 ,2014-7-3
41824.00 ,2014-7-4
41825.00 ,2014-7-5
41826.00 ,2014-7-6
41827.00 ,2014-7-7
41828.00 ,2014-7-8
41829.00 ,2014-7-9
41830.00 ,2014-7-10
41831.00 ,2014-7-11
41832.00 ,2014-7-12
41833.00 ,2014-7-13
41834.00 ,2014-7-14
41835.00 ,2014-7-15
41836.00 ,2014-7-16
41837.00 ,2014-7-17
41838.00 ,2014-7-18
41839.00 ,2014-7-19
41840.00 ,2014-7-20
41841.00 ,2014-7-21
41842.00 ,2014-7-22
41843.00 ,2014-7-23
41844.00 ,2014-7-24
41845.00 ,2014-7-25
41846.00 ,2014-7-26
41847.00 ,2014-7-27
41848.00 ,2014-7-28
41849.00 ,2014-7-29
41850.00 ,2014-7-30
41851.00 ,2014-7-31
41852.00 ,2014-8-1
41853.00 ,2014-8-2
41854.00 ,2014-8-3
41855.00 ,2014-8-4
41856.00 ,2014-8-5
41857.00 ,2014-8-6
41858.00 ,2014-8-7
41859.00 ,2014-8-8
41860.00 ,2014-8-9
41861.00 ,2014-8-10
41862.00 ,2014-8-11
41863.00 ,2014-8-12
41864.00 ,2014-8-13
41865.00 ,2014-8-14
41866.00 ,2014-8-15
41867.00 ,2014-8-16
41868.00 ,2014-8-17
41869.00 ,2014-8-18
41870.00 ,2014-8-19
41871.00 ,2014-8-20
41872.00 ,2014-8-21
41873.00 ,2014-8-22
41874.00 ,2014-8-23
41875.00 ,2014-8-24
41876.00 ,2014-8-25
41877.00 ,2014-8-26
41878.00 ,2014-8-27
41879.00 ,2014-8-28
41880.00 ,2014-8-29
41881.00 ,2014-8-30
41882.00 ,2014-8-31
41883.00 ,2014-9-1
41884.00 ,2014-9-2
41885.00 ,2014-9-3
41886.00 ,2014-9-4
41887.00 ,2014-9-5
41888.00 ,2014-9-6
41889.00 ,2014-9-7
41890.00 ,2014-9-8
41891.00 ,2014-9-9
41892.00 ,2014-9-10
41893.00 ,2014-9-11
41894.00 ,2014-9-12
41895.00 ,2014-9-13
41896.00 ,2014-9-14
41897.00 ,2014-9-15
41898.00 ,2014-9-16
41899.00 ,2014-9-17
41900.00 ,2014-9-18
41901.00 ,2014-9-19
41902.00 ,2014-9-20
41903.00 ,2014-9-21
41904.00 ,2014-9-22
41905.00 ,2014-9-23
41906.00 ,2014-9-24
41907.00 ,2014-9-25
41908.00 ,2014-9-26
41909.00 ,2014-9-27
41910.00 ,2014-9-28
41911.00 ,2014-9-29
41912.00 ,2014-9-30
41913.00 ,2014-10-1
41914.00 ,2014-10-2
41915.00 ,2014-10-3
41916.00 ,2014-10-4
41917.00 ,2014-10-5
41918.00 ,2014-10-6
41919.00 ,2014-10-7
41920.00 ,2014-10-8
41921.00 ,2014-10-9
41922.00 ,2014-10-10
41923.00 ,2014-10-11
41924.00 ,2014-10-12
41925.00 ,2014-10-13
41926.00 ,2014-10-14
41927.00 ,2014-10-15
41928.00 ,2014-10-16
41929.00 ,2014-10-17
41930.00 ,2014-10-18
41931.00 ,2014-10-19
41932.00 ,2014-10-20
41933.00 ,2014-10-21
41934.00 ,2014-10-22
41935.00 ,2014-10-23
41936.00 ,2014-10-24
41937.00 ,2014-10-25
41938.00 ,2014-10-26
41939.00 ,2014-10-27
41940.00 ,2014-10-28
41941.00 ,2014-10-29
41942.00 ,2014-10-30
41943.00 ,2014-10-31
41944.00 ,2014-11-1
41945.00 ,2014-11-2
41946.00 ,2014-11-3
41947.00 ,2014-11-4
41948.00 ,2014-11-5
41949.00 ,2014-11-6
41950.00 ,2014-11-7
41951.00 ,2014-11-8
41952.00 ,2014-11-9
41953.00 ,2014-11-10
41954.00 ,2014-11-11
41955.00 ,2014-11-12
41956.00 ,2014-11-13
41957.00 ,2014-11-14
41958.00 ,2014-11-15
41959.00 ,2014-11-16
41960.00 ,2014-11-17
41961.00 ,2014-11-18
41962.00 ,2014-11-19
41963.00 ,2014-11-20
41964.00 ,2014-11-21
41965.00 ,2014-11-22
41966.00 ,2014-11-23
41967.00 ,2014-11-24
41968.00 ,2014-11-25
41969.00 ,2014-11-26
41970.00 ,2014-11-27
41971.00 ,2014-11-28
41972.00 ,2014-11-29
41973.00 ,2014-11-30
41974.00 ,2014-12-1
41975.00 ,2014-12-2
41976.00 ,2014-12-3
41977.00 ,2014-12-4
41978.00 ,2014-12-5
41979.00 ,2014-12-6
41980.00 ,2014-12-7
41981.00 ,2014-12-8
41982.00 ,2014-12-9
41983.00 ,2014-12-10
41984.00 ,2014-12-11
41985.00 ,2014-12-12
41986.00 ,2014-12-13
41987.00 ,2014-12-14
41988.00 ,2014-12-15
41989.00 ,2014-12-16
41990.00 ,2014-12-17
41991.00 ,2014-12-18
41992.00 ,2014-12-19
41993.00 ,2014-12-20
41994.00 ,2014-12-21
41995.00 ,2014-12-22
41996.00 ,2014-12-23
41997.00 ,2014-12-24
41998.00 ,2014-12-25
41999.00 ,2014-12-26
42000.00 ,2014-12-27
42001.00 ,2014-12-28
42002.00 ,2014-12-29
42003.00 ,2014-12-30
42004.00 ,2014-12-31
42005.00 ,2015-1-1
42006.00 ,2015-1-2
42007.00 ,2015-1-3
42008.00 ,2015-1-4
42009.00 ,2015-1-5
42010.00 ,2015-1-6
42011.00 ,2015-1-7
42012.00 ,2015-1-8
42013.00 ,2015-1-9
42014.00 ,2015-1-10
42015.00 ,2015-1-11
42016.00 ,2015-1-12
42017.00 ,2015-1-13
42018.00 ,2015-1-14
42019.00 ,2015-1-15
42020.00 ,2015-1-16
42021.00 ,2015-1-17
42022.00 ,2015-1-18
42023.00 ,2015-1-19
42024.00 ,2015-1-20
42025.00 ,2015-1-21
42026.00 ,2015-1-22
42027.00 ,2015-1-23
42028.00 ,2015-1-24
42029.00 ,2015-1-25
42030.00 ,2015-1-26
42031.00 ,2015-1-27
42032.00 ,2015-1-28
42033.00 ,2015-1-29
42034.00 ,2015-1-30
42035.00 ,2015-1-31
42036.00 ,2015-2-1
42037.00 ,2015-2-2
42038.00 ,2015-2-3
42039.00 ,2015-2-4
42040.00 ,2015-2-5
42041.00 ,2015-2-6
42042.00 ,2015-2-7
42043.00 ,2015-2-8
42044.00 ,2015-2-9
42045.00 ,2015-2-10
42046.00 ,2015-2-11
42047.00 ,2015-2-12
42048.00 ,2015-2-13
42049.00 ,2015-2-14
42050.00 ,2015-2-15
42051.00 ,2015-2-16
42052.00 ,2015-2-17
42053.00 ,2015-2-18
42054.00 ,2015-2-19
42055.00 ,2015-2-20
42056.00 ,2015-2-21
42057.00 ,2015-2-22
42058.00 ,2015-2-23
42059.00 ,2015-2-24
42060.00 ,2015-2-25
42061.00 ,2015-2-26
42062.00 ,2015-2-27
42063.00 ,2015-2-28
42064.00 ,2015-3-1
42065.00 ,2015-3-2
42066.00 ,2015-3-3
42067.00 ,2015-3-4
42068.00 ,2015-3-5
42069.00 ,2015-3-6
42070.00 ,2015-3-7
42071.00 ,2015-3-8
42072.00 ,2015-3-9
42073.00 ,2015-3-10
42074.00 ,2015-3-11
42075.00 ,2015-3-12
42076.00 ,2015-3-13
42077.00 ,2015-3-14
42078.00 ,2015-3-15
42079.00 ,2015-3-16
42080.00 ,2015-3-17
42081.00 ,2015-3-18
42082.00 ,2015-3-19
42083.00 ,2015-3-20
42084.00 ,2015-3-21
42085.00 ,2015-3-22
42086.00 ,2015-3-23
42087.00 ,2015-3-24
42088.00 ,2015-3-25
42089.00 ,2015-3-26
42090.00 ,2015-3-27
42091.00 ,2015-3-28
42092.00 ,2015-3-29
42093.00 ,2015-3-30
42094.00 ,2015-3-31
42095.00 ,2015-4-1
42096.00 ,2015-4-2
42097.00 ,2015-4-3
42098.00 ,2015-4-4
42099.00 ,2015-4-5
42100.00 ,2015-4-6
42101.00 ,2015-4-7
42102.00 ,2015-4-8
42103.00 ,2015-4-9
42104.00 ,2015-4-10
42105.00 ,2015-4-11
42106.00 ,2015-4-12
42107.00 ,2015-4-13
42108.00 ,2015-4-14
42109.00 ,2015-4-15
42110.00 ,2015-4-16
42111.00 ,2015-4-17
42112.00 ,2015-4-18
42113.00 ,2015-4-19
42114.00 ,2015-4-20
42115.00 ,2015-4-21
42116.00 ,2015-4-22
42117.00 ,2015-4-23
42118.00 ,2015-4-24
42119.00 ,2015-4-25
42120.00 ,2015-4-26
42121.00 ,2015-4-27
42122.00 ,2015-4-28
42123.00 ,2015-4-29
42124.00 ,2015-4-30
42125.00 ,2015-5-1
42126.00 ,2015-5-2
42127.00 ,2015-5-3
42128.00 ,2015-5-4
42129.00 ,2015-5-5
42130.00 ,2015-5-6
42131.00 ,2015-5-7
42132.00 ,2015-5-8
42133.00 ,2015-5-9
42134.00 ,2015-5-10
42135.00 ,2015-5-11
42136.00 ,2015-5-12
42137.00 ,2015-5-13
42138.00 ,2015-5-14
42139.00 ,2015-5-15
42140.00 ,2015-5-16
42141.00 ,2015-5-17
42142.00 ,2015-5-18
42143.00 ,2015-5-19
42144.00 ,2015-5-20
42145.00 ,2015-5-21
42146.00 ,2015-5-22
42147.00 ,2015-5-23
42148.00 ,2015-5-24
42149.00 ,2015-5-25
42150.00 ,2015-5-26
42151.00 ,2015-5-27
42152.00 ,2015-5-28
42153.00 ,2015-5-29
42154.00 ,2015-5-30
42155.00 ,2015-5-31
42156.00 ,2015-6-1
42157.00 ,2015-6-2
42158.00 ,2015-6-3
42159.00 ,2015-6-4
42160.00 ,2015-6-5
42161.00 ,2015-6-6
42162.00 ,2015-6-7
42163.00 ,2015-6-8
42164.00 ,2015-6-9
42165.00 ,2015-6-10
42166.00 ,2015-6-11
42167.00 ,2015-6-12
42168.00 ,2015-6-13
42169.00 ,2015-6-14
42170.00 ,2015-6-15
42171.00 ,2015-6-16
42172.00 ,2015-6-17
42173.00 ,2015-6-18
42174.00 ,2015-6-19
42175.00 ,2015-6-20
